st_name,dose1,dose2,total_doses,last_dose1,last_dose2,last_total_doses,date
Maharashtra,2275285,378072,2653357,2053729,344672,2398401,2021-03-12
Manipur,75463,10191,85654,74320,8682,83002,2021-03-12
Meghalaya,49791,8551,58342,48569,7518,56087,2021-03-12
Mizoram,44223,10008,54231,42920,9946,52866,2021-03-12
Nagaland,44508,9518,54026,43972,9008,52980,2021-03-12
Odisha,798851,299260,1098111,747398,272809,1020207,2021-03-12
Puducherry,23809,3522,27331,22330,3228,25558,2021-03-12
Punjab,287170,63517,350687,271423,59522,330945,2021-03-12
Rajasthan,2258451,439812,2698263,2102606,408812,2511418,2021-03-12
Sikkim,38844,7429,46273,36339,7150,43489,2021-03-12
Tamil Nadu,1162732,135519,1298251,1078862,126323,1205185,2021-03-12
Telangana,459769,163865,623634,459769,163865,623634,2021-03-12
Tripura,123437,45672,169109,117161,39571,156732,2021-03-12
Uttar Pradesh,1790224,499242,2289466,1541820,417492,1959312,2021-03-12
Uttarakhand,259612,78008,337620,237395,70576,307971,2021-03-12
West Bengal,1940615,350871,2291486,1768499,323763,2092262,2021-03-12
Miscellaneous,1271209,90269,1361478,1256680,80035,1336715,2021-03-12
Andaman and Nicobar,11921,3282,15203,11729,3145,14874,2021-03-13
Andhra Pradesh,844903,232910,1077813,804344,227582,1031926,2021-03-13
Arunachal Pradesh,44808,12248,57056,43894,11815,55709,2021-03-13
Assam,459599,79314,538913,450937,77240,528177,2021-03-13
Bihar,1098054,302895,1400949,1031520,283345,1314865,2021-03-13
Chandigarh,44990,5602,50592,42914,5120,48034,2021-03-13
Chhattisgarh,694275,191714,885989,651528,176659,828187,2021-03-13
Dadra and Nagar Haveli and Daman and Diu,14478,2688,17166,14038,2650,16688,2021-03-13
Delhi,643787,117073,760860,614404,106603,721007,2021-03-13
Goa,55691,10452,66143,52051,10122,62173,2021-03-13
Gujarat,1981447,503706,2485153,1871835,476040,2347875,2021-03-13
Haryana,408138,112287,520425,391275,110641,501916,2021-03-13
Himachal Pradesh,176346,67113,243459,170902,65691,236593,2021-03-13
Jammu and Kashmir,385625,51026,436651,356564,37255,393819,2021-03-13
Jharkhand,418414,128045,546459,404078,115956,520034,2021-03-13
Karnataka,1051003,306059,1357062,999834,300328,1300162,2021-03-13
Kerala,1274773,266575,1541348,1211414,257856,1469270,2021-03-13
Ladakh,30743,2907,33650,28226,2821,31047,2021-03-13
Lakshadweep,3501,1592,5093,3066,902,3968,2021-03-13
Madhya Pradesh,1138321,327284,1465605,1016958,277856,1294814,2021-03-13
Maharashtra,2385928,397395,2783323,2275285,378072,2653357,2021-03-13
Manipur,76055,10636,86691,75463,10191,85654,2021-03-13
Meghalaya,50568,9346,59914,49791,8551,58342,2021-03-13
Mizoram,44703,10084,54787,44223,10008,54231,2021-03-13
Nagaland,44734,9841,54575,44508,9518,54026,2021-03-13
Odisha,850414,312535,1162949,798851,299260,1098111,2021-03-13
Puducherry,25487,3832,29319,23809,3522,27331,2021-03-13
Punjab,301937,66193,368130,287170,63517,350687,2021-03-13
Rajasthan,2436818,457912,2894730,2258451,439812,2698263,2021-03-13
Sikkim,39100,7429,46529,38844,7429,46273,2021-03-13
Tamil Nadu,1240261,143923,1384184,1162732,135519,1298251,2021-03-13
Telangana,478458,168709,647167,459769,163865,623634,2021-03-13
Tripura,125251,47726,172977,123437,45672,169109,2021-03-13
Uttar Pradesh,1813437,501476,2314913,1790224,499242,2289466,2021-03-13
Uttarakhand,272857,82735,355592,259612,78008,337620,2021-03-13
West Bengal,2050790,370634,2421424,1940615,350871,2291486,2021-03-13
Miscellaneous,1290020,105596,1395616,1271209,90269,1361478,2021-03-13
Andaman and Nicobar,11921,3282,15203,11921,3282,15203,2021-03-14
Andhra Pradesh,844903,232910,1077813,844903,232910,1077813,2021-03-14
Arunachal Pradesh,44808,12248,57056,44808,12248,57056,2021-03-14
Assam,459911,79343,539254,459599,79314,538913,2021-03-14
Bihar,1098054,302895,1400949,1098054,302895,1400949,2021-03-14
Chandigarh,45112,5602,50714,44990,5602,50592,2021-03-14
Chhattisgarh,700293,192375,892668,694275,191714,885989,2021-03-14
Dadra and Nagar Haveli and Daman and Diu,14478,2688,17166,14478,2688,17166,2021-03-14
Delhi,643787,117073,760860,643787,117073,760860,2021-03-14
Goa,55691,10452,66143,55691,10452,66143,2021-03-14
Gujarat,1992286,504411,2496697,1981447,503706,2485153,2021-03-14
Haryana,409956,112407,522363,408138,112287,520425,2021-03-14
Himachal Pradesh,177837,67255,245092,176346,67113,243459,2021-03-14
Jammu and Kashmir,385625,51026,436651,385625,51026,436651,2021-03-14
Jharkhand,430407,134234,564641,418414,128045,546459,2021-03-14
Karnataka,1066365,306859,1373224,1051003,306059,1357062,2021-03-14
Kerala,1281316,267367,1548683,1274773,266575,1541348,2021-03-14
Ladakh,31232,2908,34140,30743,2907,33650,2021-03-14
Lakshadweep,3501,1592,5093,3501,1592,5093,2021-03-14
Madhya Pradesh,1138321,327284,1465605,1138321,327284,1465605,2021-03-14
Maharashtra,2427213,404937,2832150,2385928,397395,2783323,2021-03-14
Manipur,76055,10636,86691,76055,10636,86691,2021-03-14
Meghalaya,50568,9346,59914,50568,9346,59914,2021-03-14
Mizoram,44703,10084,54787,44703,10084,54787,2021-03-14
Nagaland,44747,9968,54715,44734,9841,54575,2021-03-14
Odisha,850414,312535,1162949,850414,312535,1162949,2021-03-14
Puducherry,25487,3832,29319,25487,3832,29319,2021-03-14
Punjab,302261,66203,368464,301937,66193,368130,2021-03-14
Rajasthan,2440682,458218,2898900,2436818,457912,2894730,2021-03-14
Sikkim,39100,7429,46529,39100,7429,46529,2021-03-14
Tamil Nadu,1240261,143923,1384184,1240261,143923,1384184,2021-03-14
Telangana,502323,173593,675916,478458,168709,647167,2021-03-14
Tripura,125758,47732,173490,125251,47726,172977,2021-03-14
Uttar Pradesh,1818627,501527,2320154,1813437,501476,2314913,2021-03-14
Uttarakhand,274020,83136,357156,272857,82735,355592,2021-03-14
West Bengal,2063801,372182,2435983,2050790,370634,2421424,2021-03-14
Miscellaneous,1290561,106161,1396722,1290020,105596,1395616,2021-03-14
Andaman and Nicobar,12157,3426,15583,11921,3282,15203,2021-03-15
Andhra Pradesh,845404,232991,1078395,844903,232910,1077813,2021-03-15
Arunachal Pradesh,74498,22300,96798,44808,12248,57056,2021-03-15
Assam,464999,79906,544905,459911,79343,539254,2021-03-15
Bihar,1234787,326168,1560955,1098054,302895,1400949,2021-03-15
Chandigarh,194902,14876,209778,45112,5602,50714,2021-03-15
Chhattisgarh,710549,195317,905866,700293,192375,892668,2021-03-15
Dadra and Nagar Haveli and Daman and Diu,64098,28115,92213,14478,2688,17166,2021-03-15
Delhi,817041,129887,946928,643787,117073,760860,2021-03-15
Goa,182834,23992,206826,55691,10452,66143,2021-03-15
Gujarat,1994844,504430,2499274,1992286,504411,2496697,2021-03-15
Haryana,410201,112577,522778,409956,112407,522363,2021-03-15
Himachal Pradesh,325315,110039,435354,177837,67255,245092,2021-03-15
Jammu and Kashmir,616705,84843,701548,385625,51026,436651,2021-03-15
Jharkhand,431479,136349,567828,430407,134234,564641,2021-03-15
Karnataka,1067403,307409,1374812,1066365,306859,1373224,2021-03-15
Kerala,1282791,267797,1550588,1281316,267367,1548683,2021-03-15
Ladakh,33250,4457,37707,31232,2908,34140,2021-03-15
Lakshadweep,105173,21492,126665,3501,1592,5093,2021-03-15
Madhya Pradesh,1140637,327513,1468150,1138321,327284,1465605,2021-03-15
Maharashtra,2449881,408811,2858692,2427213,404937,2832150,2021-03-15
Manipur,268609,24434,293043,76055,10636,86691,2021-03-15
Meghalaya,53265,9638,62903,50568,9346,59914,2021-03-15
Mizoram,151622,18726,170348,44703,10084,54787,2021-03-15
Nagaland,80477,13908,94385,44747,9968,54715,2021-03-15
Odisha,864233,319526,1183759,850414,312535,1162949,2021-03-15
Puducherry,331211,51441,382652,25487,3832,29319,2021-03-15
Punjab,327561,71481,399042,302261,66203,368464,2021-03-15
Rajasthan,2663348,488324,3151672,2440682,458218,2898900,2021-03-15
Sikkim,41797,7721,49518,39100,7429,46529,2021-03-15
Tamil Nadu,1298327,148328,1446655,1240261,143923,1384184,2021-03-15
Telangana,521218,173593,694811,502323,173593,675916,2021-03-15
Tripura,139577,54723,194300,125758,47732,173490,2021-03-15
Uttar Pradesh,2054357,534537,2588894,1818627,501527,2320154,2021-03-15
Uttarakhand,299156,88383,387539,274020,83136,357156,2021-03-15
West Bengal,2214696,393356,2608052,2063801,372182,2435983,2021-03-15
Miscellaneous,1311082,127134,1438216,1290561,106161,1396722,2021-03-15
Andaman and Nicobar,12632,3562,16194,12360,3486,15846,2021-03-16
Andhra Pradesh,980819,254463,1235282,917551,242265,1159816,2021-03-16
Arunachal Pradesh,48684,13484,62168,47306,13014,60320,2021-03-16
Assam,492729,87966,580695,478158,84368,562526,2021-03-16
Bihar,1227941,336166,1564107,1168540,322637,1491177,2021-03-16
Chandigarh,49225,6792,56017,47376,6225,53601,2021-03-16
Chhattisgarh,813033,222034,1035067,764514,208728,973242,2021-03-16
Dadra and Nagar Haveli and Daman and Diu,15997,3035,19032,15215,2913,18128,2021-03-16
Delhi,700600,138439,839039,673477,127125,800602,2021-03-16
Goa,65941,11395,77336,60779,11015,71794,2021-03-16
Gujarat,2259206,552817,2812023,2129019,527684,2656703,2021-03-16
Haryana,623504,125392,748896,559746,121681,681427,2021-03-16
Himachal Pradesh,221670,74008,295678,188093,70197,258290,2021-03-16
Jammu and Kashmir,440949,79347,520296,413985,64434,478419,2021-03-16
Jharkhand,480914,161402,642316,451667,146253,597920,2021-03-16
Karnataka,1347078,329222,1676300,1239819,319712,1559531,2021-03-16
Kerala,1540945,295270,1836215,1408459,280907,1689366,2021-03-16
Ladakh,35187,3345,38532,33790,2927,36717,2021-03-16
Lakshadweep,3746,1762,5508,3746,1762,5508,2021-03-16
Madhya Pradesh,1292780,371081,1663861,1285799,370068,1655867,2021-03-16
Maharashtra,2862885,466502,3329387,2658293,438754,3097047,2021-03-16
Manipur,77819,13911,91730,77127,12751,89878,2021-03-16
Meghalaya,53494,11818,65312,51606,9896,61502,2021-03-16
Mizoram,48736,10608,59344,46178,10514,56692,2021-03-16
Nagaland,48238,12962,61200,46765,11517,58282,2021-03-16
Odisha,1042071,342871,1384942,952086,332435,1284521,2021-03-16
Puducherry,30247,4318,34565,27803,4061,31864,2021-03-16
Punjab,345891,72780,418671,324929,70077,395006,2021-03-16
Rajasthan,2862220,485483,3347703,2633236,472016,3105252,2021-03-16
Sikkim,43669,7994,51663,41797,7721,49518,2021-03-16
Tamil Nadu,1443532,163399,1606931,1347180,152565,1499745,2021-03-16
Telangana,561948,180071,742019,538053,177533,715586,2021-03-16
Tripura,155463,58020,213483,139577,54723,194300,2021-03-16
Uttar Pradesh,2510657,632615,3143272,2398586,568148,2966734,2021-03-16
Uttarakhand,324643,93825,418468,299320,88414,387734,2021-03-16
West Bengal,2462432,424523,2886955,2286467,402288,2688755,2021-03-16
Miscellaneous,1334512,149817,1484329,1311082,127134,1438216,2021-03-16
Andaman and Nicobar,12632,3562,16194,12632,3562,16194,2021-03-17
Andhra Pradesh,1049415,266777,1316192,980819,254463,1235282,2021-03-17
Arunachal Pradesh,48684,13484,62168,48684,13484,62168,2021-03-17
Assam,501357,89481,590838,492729,87966,580695,2021-03-17
Bihar,1286394,347671,1634065,1227941,336166,1564107,2021-03-17
Chandigarh,50838,7241,58079,49225,6792,56017,2021-03-17
Chhattisgarh,879589,234912,1114501,813033,222034,1035067,2021-03-17
Dadra and Nagar Haveli and Daman and Diu,16642,3241,19883,15997,3035,19032,2021-03-17
Delhi,719872,147561,867433,700600,138439,839039,2021-03-17
Goa,68755,11821,80576,65941,11395,77336,2021-03-17
Gujarat,2293447,560511,2853958,2259206,552817,2812023,2021-03-17
Haryana,636594,126501,763095,623504,125392,748896,2021-03-17
Himachal Pradesh,229726,76099,305825,221670,74008,295678,2021-03-17
Jammu and Kashmir,441129,79366,520495,440949,79347,520296,2021-03-17
Jharkhand,508663,172019,680682,480914,161402,642316,2021-03-17
Karnataka,1585066,342180,1927246,1347078,329222,1676300,2021-03-17
Kerala,1587659,303772,1891431,1540945,295270,1836215,2021-03-17
Ladakh,36299,3647,39946,35187,3345,38532,2021-03-17
Lakshadweep,3940,1851,5791,3746,1762,5508,2021-03-17
Madhya Pradesh,1461627,404511,1866138,1292780,371081,1663861,2021-03-17
Maharashtra,3105169,498255,3603424,2862885,466502,3329387,2021-03-17
Manipur,78662,15720,94382,77819,13911,91730,2021-03-17
Meghalaya,54971,13539,68510,53494,11818,65312,2021-03-17
Mizoram,49392,10671,60063,48736,10608,59344,2021-03-17
Nagaland,49248,13900,63148,48238,12962,61200,2021-03-17
Odisha,1123080,348236,1471316,1042071,342871,1384942,2021-03-17
Puducherry,33239,4530,37769,30247,4318,34565,2021-03-17
Punjab,365975,75415,441390,345891,72780,418671,2021-03-17
Rajasthan,3092635,592208,3684843,2862220,485483,3347703,2021-03-17
Sikkim,45940,8359,54299,43669,7994,51663,2021-03-17
Tamil Nadu,1544770,173543,1718313,1443532,163399,1606931,2021-03-17
Telangana,598871,181044,779915,561948,180071,742019,2021-03-17
Tripura,164782,58868,223650,155463,58020,213483,2021-03-17
Uttar Pradesh,2607439,638884,3246323,2510657,632615,3143272,2021-03-17
Uttarakhand,339854,97213,437067,324643,93825,418468,2021-03-17
West Bengal,2577103,439932,3017035,2462432,424523,2886955,2021-03-17
Miscellaneous,1351329,175943,1527272,1334512,149817,1484329,2021-03-17
Andaman and Nicobar,13102,3969,17071,12632,3562,16194,2021-03-18
Andhra Pradesh,1129714,276341,1406055,1049415,266777,1316192,2021-03-18
Arunachal Pradesh,51214,14572,65786,48684,13484,62168,2021-03-18
Assam,516647,93180,609827,501357,89481,590838,2021-03-18
Bihar,1362861,362520,1725381,1286394,347671,1634065,2021-03-18
Chandigarh,52481,7669,60150,50838,7241,58079,2021-03-18
Chhattisgarh,946520,247354,1193874,879589,234912,1114501,2021-03-18
Dadra and Nagar Haveli and Daman and Diu,17064,3424,20488,16642,3241,19883,2021-03-18
Delhi,746426,161571,907997,719872,147561,867433,2021-03-18
Goa,71086,12010,83096,68755,11821,80576,2021-03-18
Gujarat,2475269,575732,3051001,2293447,560511,2853958,2021-03-18
Haryana,702840,129113,831953,636594,126501,763095,2021-03-18
Himachal Pradesh,256373,78464,334837,229726,76099,305825,2021-03-18
Jammu and Kashmir,470807,92572,563379,441129,79366,520495,2021-03-18
Jharkhand,531027,181874,712901,508663,172019,680682,2021-03-18
Karnataka,1676985,349242,2026227,1585066,342180,1927246,2021-03-18
Kerala,1727014,315358,2042372,1587659,303772,1891431,2021-03-18
Ladakh,36916,4227,41143,36299,3647,39946,2021-03-18
Lakshadweep,4052,1977,6029,3940,1851,5791,2021-03-18
Madhya Pradesh,1461627,404511,1866138,1461627,404511,1866138,2021-03-18
Maharashtra,3280955,523187,3804142,3105169,498255,3603424,2021-03-18
Manipur,79414,16991,96405,78662,15720,94382,2021-03-18
Meghalaya,56757,15727,72484,54971,13539,68510,2021-03-18
Mizoram,49814,11212,61026,49392,10671,60063,2021-03-18
Nagaland,50642,15273,65915,49248,13900,63148,2021-03-18
Odisha,1226047,355289,1581336,1123080,348236,1471316,2021-03-18
Puducherry,36592,5068,41660,33239,4530,37769,2021-03-18
Punjab,390837,78669,469506,365975,75415,441390,2021-03-18
Rajasthan,3131450,607287,3738737,3092635,592208,3684843,2021-03-18
Sikkim,48331,8884,57215,45940,8359,54299,2021-03-18
Tamil Nadu,1655864,184205,1840069,1544770,173543,1718313,2021-03-18
Telangana,640285,191799,832084,598871,181044,779915,2021-03-18
Tripura,191661,62371,254032,164782,58868,223650,2021-03-18
Uttar Pradesh,2912986,755959,3668945,2607439,638884,3246323,2021-03-18
Uttarakhand,366801,101592,468393,339854,97213,437067,2021-03-18
West Bengal,2691400,457950,3149350,2577103,439932,3017035,2021-03-18
Miscellaneous,1366369,206444,1572813,1351329,175943,1527272,2021-03-18
Andaman and Nicobar,13517,3989,17506,13102,3969,17071,2021-03-19
Andhra Pradesh,1216366,287421,1503787,1129714,276341,1406055,2021-03-19
Arunachal Pradesh,52721,15477,68198,51214,14572,65786,2021-03-19
Assam,529704,98114,627818,516647,93180,609827,2021-03-19
Bihar,1432884,372720,1805604,1362861,362520,1725381,2021-03-19
Chandigarh,54177,8065,62242,52481,7669,60150,2021-03-19
Chhattisgarh,1005918,258528,1264446,946520,247354,1193874,2021-03-19
Dadra and Nagar Haveli and Daman and Diu,18004,3575,21579,17064,3424,20488,2021-03-19
Delhi,764919,172577,937496,746426,161571,907997,2021-03-19
Goa,73840,12544,86384,71086,12010,83096,2021-03-19
Gujarat,2682122,589846,3271968,2475269,575732,3051001,2021-03-19
Haryana,760350,132547,892897,702840,129113,831953,2021-03-19
Himachal Pradesh,274892,81189,356081,256373,78464,334837,2021-03-19
Jammu and Kashmir,483488,100033,583521,470807,92572,563379,2021-03-19
Jharkhand,547088,185844,732932,531027,181874,712901,2021-03-19
Karnataka,1923165,361034,2284199,1676985,349242,2026227,2021-03-19
Kerala,1852920,326417,2179337,1727014,315358,2042372,2021-03-19
Ladakh,37427,4777,42204,36916,4227,41143,2021-03-19
Lakshadweep,4106,2003,6109,4052,1977,6029,2021-03-19
Madhya Pradesh,1465679,405077,1870756,1461627,404511,1866138,2021-03-19
Maharashtra,3501550,558783,4060333,3280955,523187,3804142,2021-03-19
Manipur,80166,18747,98913,79414,16991,96405,2021-03-19
Meghalaya,58503,18153,76656,56757,15727,72484,2021-03-19
Mizoram,50055,11564,61619,49814,11212,61026,2021-03-19
Nagaland,51428,15925,67353,50642,15273,65915,2021-03-19
Odisha,1326275,362407,1688682,1226047,355289,1581336,2021-03-19
Puducherry,38880,5541,44421,36592,5068,41660,2021-03-19
Punjab,422192,81924,504116,390837,78669,469506,2021-03-19
Rajasthan,3407251,639945,4047196,3131450,607287,3738737,2021-03-19
Sikkim,50280,9409,59689,48331,8884,57215,2021-03-19
Tamil Nadu,1768349,196301,1964650,1655864,184205,1840069,2021-03-19
Telangana,671506,202129,873635,640285,191799,832084,2021-03-19
Tripura,222282,65318,287600,191661,62371,254032,2021-03-19
Uttar Pradesh,3224855,783705,4008560,2912986,755959,3668945,2021-03-19
Uttarakhand,394919,105105,500024,366801,101592,468393,2021-03-19
West Bengal,3000505,481943,3482448,2691400,457950,3149350,2021-03-19
Miscellaneous,1379747,242686,1622433,1366369,206444,1572813,2021-03-19
Andaman and Nicobar,13785,4347,18132,13517,3989,17506,2021-03-20
Andhra Pradesh,1312896,298188,1611084,1216366,287421,1503787,2021-03-20
Arunachal Pradesh,54050,15869,69919,52721,15477,68198,2021-03-20
Assam,542374,102817,645191,529704,98114,627818,2021-03-20
Bihar,1531693,386252,1917945,1432884,372720,1805604,2021-03-20
Chandigarh,55726,8446,64172,54177,8065,62242,2021-03-20
Chhattisgarh,1072388,268102,1340490,1005918,258528,1264446,2021-03-20
Dadra and Nagar Haveli and Daman and Diu,18661,3663,22324,18004,3575,21579,2021-03-20
Delhi,797588,186677,984265,764919,172577,937496,2021-03-20
Goa,76489,13019,89508,73840,12544,86384,2021-03-20
Gujarat,2916065,598596,3514661,2682122,589846,3271968,2021-03-20
Haryana,773842,133636,907478,760350,132547,892897,2021-03-20
Himachal Pradesh,283251,83251,366502,274892,81189,356081,2021-03-20
Jammu and Kashmir,494758,105157,599915,483488,100033,583521,2021-03-20
Jharkhand,680446,192742,873188,547088,185844,732932,2021-03-20
Karnataka,2109425,371724,2481149,1923165,361034,2284199,2021-03-20
Kerala,1962681,334495,2297176,1852920,326417,2179337,2021-03-20
Ladakh,38003,5246,43249,37427,4777,42204,2021-03-20
Lakshadweep,4183,2014,6197,4106,2003,6109,2021-03-20
Madhya Pradesh,1797532,430724,2228256,1465679,405077,1870756,2021-03-20
Maharashtra,3670363,595149,4265512,3501550,558783,4060333,2021-03-20
Manipur,81251,20928,102179,80166,18747,98913,2021-03-20
Meghalaya,59169,19385,78554,58503,18153,76656,2021-03-20
Mizoram,50501,11746,62247,50055,11564,61619,2021-03-20
Nagaland,51682,16252,67934,51428,15925,67353,2021-03-20
Odisha,1417557,367290,1784847,1326275,362407,1688682,2021-03-20
Puducherry,42524,6041,48565,38880,5541,44421,2021-03-20
Punjab,452004,84404,536408,422192,81924,504116,2021-03-20
Rajasthan,3624232,649981,4274213,3407251,639945,4047196,2021-03-20
Sikkim,51523,9742,61265,50280,9409,59689,2021-03-20
Tamil Nadu,1878339,207782,2086121,1768349,196301,1964650,2021-03-20
Telangana,692820,202526,895346,671506,202129,873635,2021-03-20
Tripura,250032,66719,316751,222282,65318,287600,2021-03-20
Uttar Pradesh,3336540,789966,4126506,3224855,783705,4008560,2021-03-20
Uttarakhand,409592,107659,517251,394919,105105,500024,2021-03-20
West Bengal,3130942,499968,3630910,3000505,481943,3482448,2021-03-20
Miscellaneous,1390280,278151,1668431,1379747,242686,1622433,2021-03-20
Andaman and Nicobar,13785,4347,18132,13785,4347,18132,2021-03-21
Andhra Pradesh,1312896,298188,1611084,1312896,298188,1611084,2021-03-21
Arunachal Pradesh,54050,15869,69919,54050,15869,69919,2021-03-21
Assam,544139,103130,647269,542374,102817,645191,2021-03-21
Bihar,1531693,386252,1917945,1531693,386252,1917945,2021-03-21
Chandigarh,55875,8449,64324,55726,8446,64172,2021-03-21
Chhattisgarh,1073250,268250,1341500,1072388,268102,1340490,2021-03-21
Dadra and Nagar Haveli and Daman and Diu,18661,3663,22324,18661,3663,22324,2021-03-21
Delhi,797941,186714,984655,797588,186677,984265,2021-03-21
Goa,76489,13019,89508,76489,13019,89508,2021-03-21
Gujarat,3120338,601245,3721583,2916065,598596,3514661,2021-03-21
Haryana,774304,133697,908001,773842,133636,907478,2021-03-21
Himachal Pradesh,284645,83353,367998,283251,83251,366502,2021-03-21
Jammu and Kashmir,494758,105157,599915,494758,105157,599915,2021-03-21
Jharkhand,829199,196743,1025942,680446,192742,873188,2021-03-21
Karnataka,2129706,372403,2502109,2109425,371724,2481149,2021-03-21
Kerala,1968582,334671,2303253,1962681,334495,2297176,2021-03-21
Ladakh,38035,5248,43283,38003,5246,43249,2021-03-21
Lakshadweep,4183,2014,6197,4183,2014,6197,2021-03-21
Madhya Pradesh,1797532,430724,2228256,1797532,430724,2228256,2021-03-21
Maharashtra,3682577,595905,4278482,3670363,595149,4265512,2021-03-21
Manipur,81297,21061,102358,81251,20928,102179,2021-03-21
Meghalaya,59169,19385,78554,59169,19385,78554,2021-03-21
Mizoram,50501,11746,62247,50501,11746,62247,2021-03-21
Nagaland,51682,16252,67934,51682,16252,67934,2021-03-21
Odisha,1417557,367290,1784847,1417557,367290,1784847,2021-03-21
Puducherry,42524,6041,48565,42524,6041,48565,2021-03-21
Punjab,461475,84777,546252,452004,84404,536408,2021-03-21
Rajasthan,3637514,651387,4288901,3624232,649981,4274213,2021-03-21
Sikkim,51523,9742,61265,51523,9742,61265,2021-03-21
Tamil Nadu,1878339,207782,2086121,1878339,207782,2086121,2021-03-21
Telangana,692820,202526,895346,692820,202526,895346,2021-03-21
Tripura,254907,66824,321731,250032,66719,316751,2021-03-21
Uttar Pradesh,3341941,790194,4132135,3336540,789966,4126506,2021-03-21
Uttarakhand,412214,107713,519927,409592,107659,517251,2021-03-21
West Bengal,3147921,501784,3649705,3130942,499968,3630910,2021-03-21
Miscellaneous,1390280,278151,1668431,1390280,278151,1668431,2021-03-21
Andaman and Nicobar,14161,4829,18990,13785,4347,18132,2021-03-22
Andhra Pradesh,1434145,307733,1741878,1312896,298188,1611084,2021-03-22
Arunachal Pradesh,56605,16821,73426,54050,15869,69919,2021-03-22
Assam,568778,109881,678659,544139,103130,647269,2021-03-22
Bihar,1620295,392764,2013059,1531693,386252,1917945,2021-03-22
Chandigarh,57257,8956,66213,55875,8449,64324,2021-03-22
Chhattisgarh,1129190,277919,1407109,1073250,268250,1341500,2021-03-22
Dadra and Nagar Haveli and Daman and Diu,19308,3684,22992,18661,3663,22324,2021-03-22
Delhi,829091,201626,1030717,797941,186714,984655,2021-03-22
Goa,79363,13598,92961,76489,13019,89508,2021-03-22
Gujarat,3341744,609048,3950792,3120338,601245,3721583,2021-03-22
Haryana,1016959,140404,1157363,774304,133697,908001,2021-03-22
Himachal Pradesh,292939,84827,377766,284645,83353,367998,2021-03-22
Jammu and Kashmir,518666,117592,636258,494758,105157,599915,2021-03-22
Jharkhand,862482,202955,1065437,829199,196743,1025942,2021-03-22
Karnataka,2347603,382853,2730456,2129706,372403,2502109,2021-03-22
Kerala,2089462,342811,2432273,1968582,334671,2303253,2021-03-22
Ladakh,38476,5794,44270,38035,5248,43283,2021-03-22
Lakshadweep,4264,2029,6293,4183,2014,6197,2021-03-22
Madhya Pradesh,2194960,467674,2662634,1797532,430724,2228256,2021-03-22
Maharashtra,3924766,630070,4554836,3682577,595905,4278482,2021-03-22
Manipur,82036,23245,105281,81297,21061,102358,2021-03-22
Meghalaya,60935,21630,82565,59169,19385,78554,2021-03-22
Mizoram,50754,12079,62833,50501,11746,62247,2021-03-22
Nagaland,54152,18819,72971,51682,16252,67934,2021-03-22
Odisha,1508320,373594,1881914,1417557,367290,1784847,2021-03-22
Puducherry,45916,6282,52198,42524,6041,48565,2021-03-22
Punjab,490362,88097,578459,461475,84777,546252,2021-03-22
Rajasthan,3883490,658050,4541540,3637514,651387,4288901,2021-03-22
Sikkim,52929,10742,63671,51523,9742,61265,2021-03-22
Tamil Nadu,2019260,219495,2238755,1878339,207782,2086121,2021-03-22
Telangana,720982,203509,924491,692820,202526,895346,2021-03-22
Tripura,305064,69359,374423,254907,66824,321731,2021-03-22
Uttar Pradesh,3668823,865048,4533871,3341941,790194,4132135,2021-03-22
Uttarakhand,439317,110284,549601,412214,107713,519927,2021-03-22
West Bengal,3406689,534591,3941280,3147921,501784,3649705,2021-03-22
Miscellaneous,1401610,324749,1726359,1390280,278151,1668431,2021-03-22
Andaman and Nicobar,14751,5001,19752,14161,4829,18990,2021-03-23
Andhra Pradesh,1533631,316719,1850350,1434145,307733,1741878,2021-03-23
Arunachal Pradesh,58099,17375,75474,56605,16821,73426,2021-03-23
Assam,692538,118081,810619,568778,109881,678659,2021-03-23
Bihar,1734892,402191,2137083,1620295,392764,2013059,2021-03-23
Chandigarh,58336,9368,67704,57257,8956,66213,2021-03-23
Chhattisgarh,1159298,285740,1445038,1129190,277919,1407109,2021-03-23
Dadra and Nagar Haveli and Daman and Diu,19979,3731,23710,19308,3684,22992,2021-03-23
Delhi,857007,212720,1069727,829091,201626,1030717,2021-03-23
Goa,81950,13884,95834,79363,13598,92961,2021-03-23
Gujarat,3572189,614639,4186828,3341744,609048,3950792,2021-03-23
Haryana,1058744,141735,1200479,1016959,140404,1157363,2021-03-23
Himachal Pradesh,314214,86528,400742,292939,84827,377766,2021-03-23
Jammu and Kashmir,537307,124190,661497,518666,117592,636258,2021-03-23
Jharkhand,1017921,208782,1226703,862482,202955,1065437,2021-03-23
Karnataka,2456114,390230,2846344,2347603,382853,2730456,2021-03-23
Kerala,2203867,354677,2558544,2089462,342811,2432273,2021-03-23
Ladakh,38823,6059,44882,38476,5794,44270,2021-03-23
Lakshadweep,4346,2050,6396,4264,2029,6293,2021-03-23
Madhya Pradesh,2198228,467836,2666064,2194960,467674,2662634,2021-03-23
Maharashtra,4093349,650488,4743837,3924766,630070,4554836,2021-03-23
Manipur,83092,25001,108093,82036,23245,105281,2021-03-23
Meghalaya,62690,23904,86594,60935,21630,82565,2021-03-23
Mizoram,51146,12461,63607,50754,12079,62833,2021-03-23
Nagaland,56667,20013,76680,54152,18819,72971,2021-03-23
